No -class -x_min -x_max -y_min -y_max -x_moy -y_moy -x_ecart -y_ecart -red -blue -green
26 Coco 3693 3943 3927 4162 3819 4048 84.1 83.6 244 099 005 
27 Raphia 4718 4815 5619 5716 4768 5664 79.2 53.4 243 122 005 
28 Coco 899 1144 3572 3818 1019 3691 58.9 86.3 185 146 005 
29 Raphia 2331 2429 5212 5320 2379 5264 35.0 78.6 125 216 005 
30 Coco 647 888 2138 2377 761 2257 64.2 52.8 096 228 005 
31 Coco 435 683 3329 3571 553 3443 54.4 62.0 067 240 005 
32 Coco 1049 1316 1986 2254 1181 2119 56.4 72.6 234 065 006 
33 Coco 4285 4544 3171 3424 4418 3292 96.9 79.8 205 077 006 
34 Raphia 548 645 4229 4320 602 4271 37.8 87.7 204 100 006 
35 Coco 1287 1560 1958 2217 1404 2083 58.9 83.4 175 112 006 
36 Coco 4831 5049 3153 3374 4943 3274 94.8 83.5 146 124 006 
37 Raphia 2135 2218 4029 4120 2180 4072 25.4 64.4 145 147 006 
38 Coco 2873 3135 1192 1448 2999 1323 86.8 69.6 057 206 006 
39 Raphia 3528 3622 3625 3728 3570 3675 26.9 78.5 027 241 006 
40 Raphia 4913 5008 3629 3725 4965 3677 89.0 36.5 224 031 007 
41 Coco 672 938 593 860 799 721 64.3 63.5 136 090 007 
42 Raphia 338 444 2429 2533 392 2488 24.9 39.7 047 172 007 
43 Coco 5192 5451 369 629 5323 492 94.7 58.8 018 184 007 
44 Coco 213 459 1597 1825 343 1701 51.4 50.7 245 195 007 
45 Coco 2055 2307 127 378 2186 271 68.4 50.0 215 230 007 
46 Coco 4078 4316 1594 1838 4195 1718 102.6 72.6 186 242 007 
47 Raphia 2332 2430 1634 1746 2386 1690 66.0 32.0 185 009 008 
48 Coco 5070 5324 1324 1580 5198 1447 77.7 55.1 127 033 008 
49 Raphia 3130 3228 1637 1744 3173 1691 48.1 48.0 126 056 008 
50 Coco 511 593 0 33 553 8 29.6 8.3 038 115 008 
51 Raphia 1544 1635 1437 1539 1582 1487 46.6 52.3 205 196 008 
52 Coco 2032 2274 6104 6338 2147 6223 69.8 108.0 079 073 012 
53 Coco 2705 2954 6138 6359 2820 6266 68.0 94.5 020 120 012 
54 Coco 252 523 5496 5749 378 5633 64.6 81.5 158 213 012 
55 Coco 2808 3058 5537 5811 2926 5677 66.2 104.7 099 004 013 
56 Coco 2509 2745 5321 5565 2621 5443 69.6 95.3 040 051 013 
57 Coco 1315 1559 4534 4779 1416 4679 70.7 103.7 237 097 013 
58 Coco 53 315 4399 4641 191 4521 52.9 89.3 178 144 013 
59 Coco 889 1149 4393 4646 1004 4514 59.3 107.9 119 191 013 
60 Coco 5041 5309 4093 4354 5164 4227 97.6 82.5 001 029 014 
61 Coco 2908 3142 3722 3967 3008 3842 61.1 77.8 198 075 014 
62 Coco 1220 1475 2984 3251 1347 3112 59.2 75.6 218 006 015 
63 Coco 5468 5738 6165 6359 5600 6281 73.8 55.8 189 018 015 
64 Coco 4463 4719 2910 3153 4603 3041 84.0 63.7 159 053 015 
65 Coco 5408 5648 2936 3182 5542 3051 108.1 84.3 100 100 015 
66 Coco 1102 1333 5574 5803 1230 5687 48.6 58.1 071 112 015 
67 Coco 1111 1347 5340 5573 1230 5458 63.2 85.2 012 159 015 
68 Coco 506 770 2772 3021 638 2894 56.8 87.2 238 193 015 
69 Coco 5023 5244 5358 5594 5145 5481 79.7 53.3 209 205 015 
70 Coco 4852 5092 2717 2954 4971 2835 109.6 51.3 179 240 015 
71 Coco 4829 5066 4929 5166 4942 5048 83.4 67.0 150 252 015 
72 Raphia 2902 3054 5387 5550 2980 5465 48.6 108.0 149 019 016 
73 Coco 5614 5759 4726 4975 5701 4849 108.1 59.5 091 043 016 
74 Raphia 4104 4255 5396 5545 4187 5471 59.0 88.6 090 066 016 
75 Coco 5046 5286 2009 2252 5190 2133 97.5 58.4 061 078 016 
76 Coco 5479 5731 1713 1983 5618 1848 99.9 71.5 002 125 016 
77 Coco 3262 3528 1509 1768 3397 1642 57.4 79.7 199 171 016 
78 Coco 442 687 4301 4560 563 4431 54.4 105.3 170 183 016 
79 Raphia 1503 1658 4993 5155 1585 5071 62.8 83.6 169 206 016 
80 Coco 2639 2882 1413 1649 2758 1529 87.7 62.6 140 218 016 
81 Coco 3879 4105 4123 4354 3985 4229 57.6 98.7 111 230 016 
82 Raphia 4296 4446 4791 4943 4367 4870 86.7 57.9 110 253 016 
83 Coco 1899 2135 1196 1437 2008 1311 50.4 67.6 022 056 017 
84 Coco 61 293 3801 4030 187 3913 52.2 55.8 249 067 017 
85 Raphia 916 1064 3998 4151 992 4073 45.2 86.5 248 090 017 
86 Coco 2026 2294 1203 1458 2159 1314 80.9 67.3 219 102 017 
87 Coco 5419 5658 3738 3966 5543 3831 78.1 75.1 190 114 017 
88 Raphia 5687 5759 4004 4138 5735 4065 95.3 51.8 189 137 017 
89 Raphia 2118 2258 3804 3950 2181 3876 58.5 71.9 130 184 017 
90 Coco 1874 2115 315 567 1997 440 64.1 60.5 101 196 017 
91 Raphia 1715 1867 3606 3753 1789 3677 44.3 42.3 012 022 018 
92 Coco 5191 5450 0 240 5321 112 114.3 56.4 239 033 018 
93 Raphia 1903 2055 3603 3748 1976 3677 61.4 83.4 209 068 018 
94 Coco 4478 4713 2522 2765 4603 2639 55.4 53.6 151 092 018 
95 Raphia 1306 1460 3398 3549 1385 3475 46.6 56.1 150 115 018 
96 Raphia 2314 2460 2802 2954 2384 2882 69.2 67.3 091 162 018 
97 Coco 685 940 2385 2647 807 2524 58.6 82.4 033 186 018 
98 Raphia 3698 3841 2208 2354 3773 2284 42.7 34.9 229 255 018 
99 Coco 3499 3741 1555 1788 3612 1666 84.8 52.8 171 023 019 
100 Raphia 1908 2054 2013 2165 1983 2087 65.0 65.8 170 046 019 
101 Raphia 5492 5650 1606 1769 5565 1687 76.6 63.1 111 093 019 
102 Coco 3218 3449 764 989 3325 878 57.7 54.0 053 117 019 
103 Raphia 1709 1862 1199 1365 1784 1284 43.9 37.9 052 140 019 
104 Coco 2624 2867 136 377 2730 258 83.7 54.0 191 210 019 
105 Raphia 2699 2858 1008 1164 2779 1089 81.1 39.0 190 233 019 
106 Raphia 3499 3641 813 958 3573 889 76.3 33.9 072 071 020 
107 Raphia 4690 4851 808 973 4771 888 79.5 37.1 013 118 020 
108 Raphia 3293 3450 606 764 3374 688 59.2 34.8 210 164 020 
109 Coco 3990 4254 5564 5830 4121 5697 104.3 116.2 241 225 022 
110 Coco 5271 5521 4916 5160 5403 5038 85.4 53.3 064 110 023 
111 Coco 4098 4358 3360 3635 4233 3491 85.5 89.2 025 088 024 
112 Coco 1831 2077 3112 3352 1947 3242 63.1 73.3 104 228 024 
113 Raphia 874 1090 5753 5975 982 5870 52.3 61.7 074 007 025 
114 Coco 3291 3533 5182 5423 3414 5305 70.3 106.4 213 077 025 
115 Coco 238 483 4932 5175 353 5059 51.1 81.1 095 171 025 
116 Raphia 2477 2681 5174 5371 2579 5271 78.7 107.6 094 194 025 
117 Raphia 2276 2488 4968 5191 2376 5075 57.7 70.8 035 241 025 
118 Coco 2236 2468 4541 4768 2351 4656 68.9 86.3 233 008 026 
119 Raphia 4667 4879 4967 5169 4771 5067 82.4 47.6 232 031 026 
120 Coco 2408 2658 1973 2231 2530 2099 84.9 84.3 203 043 026 
121 Coco 5458 5704 4602 4842 5585 4709 66.7 90.1 174 055 026 
122 Raphia 2484 2682 4779 4969 2578 4875 71.2 54.1 173 078 026 
123 Coco 3611 3868 1917 2184 3739 2045 59.3 81.4 144 090 026 
124 Coco 2016 2251 4165 4406 2141 4290 72.0 89.4 056 149 026 
125 Raphia 3278 3473 4168 4380 3376 4274 65.5 72.1 055 172 026 
126 Coco 3009 3267 1785 2037 3138 1918 65.1 61.7 026 184 026 
127 Coco 2278 2525 4120 4367 2407 4244 63.2 82.6 253 195 026 
128 Coco 3801 4049 1329 1603 3943 1461 75.1 62.6 223 230 026 
129 Raphia 3883 4083 3976 4171 3977 4076 95.7 63.7 193 009 027 
130 Coco 459 730 1093 1358 589 1217 61.5 72.8 164 021 027 
131 Coco 5007 5259 3591 3832 5131 3696 101.0 68.0 135 033 027 
132 Raphia 4478 4678 3978 4180 4591 4080 54.0 60.8 134 056 027 
133 Coco 4789 5060 1168 1430 4921 1291 83.8 76.6 105 068 027 
134 Coco 2446 2683 3393 3631 2570 3521 80.5 66.0 076 080 027 
135 Coco 0 98 317 525 36 438 22.3 50.5 243 161 027 
136 Coco 3096 3356 3172 3411 3224 3276 70.2 59.6 214 173 027 
137 Raphia 3676 3895 2363 2585 3780 2476 79.8 51.2 213 196 027 
138 Coco 4045 4290 410 654 4157 522 83.3 56.5 184 208 027 
139 Coco 2247 2477 2917 3160 2367 3043 61.7 91.4 155 220 027 
140 Raphia 882 1084 2179 2377 983 2275 46.3 58.8 154 243 027 
141 Coco 2031 2294 0 262 2162 127 57.7 54.3 066 046 028 
142 Coco 2093 2343 2776 3025 2220 2906 79.0 64.8 037 058 028 
143 Coco 3249 3485 0 162 3376 67 87.2 38.3 007 093 028 
144 Coco 4615 4851 1 247 4755 119 87.8 56.5 204 139 028 
145 Raphia 3282 3481 1788 1990 3379 1883 87.7 51.8 174 174 028 
146 Coco 4293 4499 0 39 4382 9 78.4 9.1 145 186 028 
147 Coco 1631 1883 2590 2836 1757 2711 53.1 58.6 116 198 028 
148 Coco 4689 4902 0 72 4807 20 66.1 16.6 086 233 028 
149 Coco 5520 5530 0 3 5525 1 70.2 1.1 027 024 029 
150 Coco 1625 1870 2398 2629 1742 2504 57.3 81.2 254 035 029 
151 Raphia 2488 2676 1183 1379 2580 1280 62.1 44.0 253 058 029 
152 Raphia 3269 3491 1174 1391 3378 1281 53.4 63.0 194 105 029 
153 Coco 212 459 1964 2207 335 2089 50.6 64.2 077 176 029 
154 Raphia 5671 5759 782 990 5729 895 95.0 49.9 076 199 029 
155 Coco 4627 4878 1990 2235 4754 2096 53.6 71.2 018 223 029 
156 Raphia 2480 2683 583 780 2578 680 74.9 45.8 017 246 029 
157 Raphia 4275 4479 563 787 4371 673 97.4 54.6 214 036 030 
158 Raphia 248 486 366 586 373 470 50.5 51.8 155 083 030 
159 Coco 499 722 388 618 595 497 58.3 48.0 176 247 030 
160 Coco 1283 1515 115 374 1405 247 63.7 55.5 117 038 031 
161 Coco 4729 4785 6040 6092 4755 6064 96.2 81.8 068 238 032 
162 Coco 3749 3816 5804 5860 3785 5837 61.9 12.0 206 075 033 
163 Coco 5328 5385 5439 5502 5358 5468 48.6 99.8 029 216 033 
164 Coco 4932 4988 4851 4908 4961 4877 29.5 73.1 167 053 034 
165 Raphia 3570 3588 6342 6359 3576 6354 64.1 107.9 137 088 034 
166 Coco 2937 3004 4653 4711 2966 4679 76.2 89.2 049 147 034 
167 Raphia 244 500 5952 6197 370 6079 51.7 58.2 019 182 034 
168 Coco 4159 4214 4430 4488 4184 4460 37.6 67.7 187 240 034 
169 Coco 1488 1636 6316 6359 1556 6343 69.8 95.4 040 090 035 
170 Coco 379 434 3078 3126 404 3099 27.7 72.7 010 125 035 
171 Coco 1148 1216 3066 3124 1180 3094 48.0 41.8 207 171 035 
172 Coco 424 667 5573 5795 546 5686 53.5 90.6 178 183 035 
173 Coco 4133 4191 2834 2886 4164 2861 66.8 76.5 148 218 035 
174 Coco 3645 3879 5586 5837 3760 5714 86.4 107.8 119 230 035 
175 Raphia 0 102 3944 4193 27 4077 21.4 100.3 118 253 035 
176 Coco 4129 4189 2434 2495 4160 2466 36.4 52.2 089 009 036 
177 Coco 78 337 5112 5366 212 5238 54.9 112.5 001 068 036 
178 Coco 1272 1529 5187 5453 1375 5306 65.8 93.8 198 114 036 
179 Raphia 253 499 2750 3001 377 2875 53.8 84.9 197 137 036 
180 Coco 2742 2797 1648 1708 2769 1677 74.5 40.7 168 149 036 
181 Raphia 3252 3510 2750 3016 3376 2876 96.5 72.6 138 184 036 
182 Coco 5741 5759 1666 1722 5752 1693 27.2 38.5 109 196 036 
183 Coco 67 312 5006 5234 191 5109 49.7 51.6 080 208 036 
184 Raphia 3454 3713 2752 3006 3581 2876 67.2 84.5 079 231 036 
185 Coco 356 423 1486 1541 387 1510 29.8 49.1 050 243 036 
186 Coco 4545 4600 1482 1544 4572 1513 67.8 55.9 247 033 037 
187 Coco 3821 4072 4704 4960 3950 4833 57.4 104.5 218 045 037 
188 Raphia 1842 2106 2551 2803 1968 2673 66.0 68.5 217 068 037 
189 Raphia 4048 4315 2550 2823 4178 2681 65.9 74.7 158 115 037 
190 Coco 3748 3812 1253 1308 3781 1282 87.6 45.1 129 127 037 
191 Coco 1498 1744 4131 4367 1622 4252 65.7 55.5 100 139 037 
192 Coco 5506 5565 1252 1316 5537 1284 79.5 13.9 070 174 037 
193 Coco 2834 3072 3539 3770 2951 3655 86.4 72.0 238 232 037 
194 Raphia 1258 1493 1751 1996 1375 1877 70.2 71.8 237 255 037 
195 Coco 196 249 868 925 221 895 22.7 28.0 208 011 038 
196 Raphia 2647 2909 1147 1412 2779 1273 73.8 68.3 119 093 038 
197 Coco 3537 3598 500 551 3564 524 33.2 14.0 090 105 038 
198 Coco 1887 2141 2983 3239 2012 3104 71.1 90.8 061 117 038 
199 Raphia 1244 1510 942 1210 1378 1072 54.5 60.3 060 140 038 
200 Coco 1158 1216 50 111 1183 85 30.6 18.1 031 152 038 
201 Coco 5003 5263 2943 3199 5124 3071 54.2 93.8 002 164 038 
202 Coco 1983 2038 72 133 2008 102 32.6 19.7 228 198 038 
203 Raphia 4843 5110 741 1017 4979 866 101.5 52.4 198 233 038 
204 Coco 2549 2608 51 110 2577 76 64.1 13.7 169 245 038 
205 Raphia 5048 5323 754 1015 5180 881 94.1 61.5 139 024 039 
206 Coco 5206 5455 1554 1793 5337 1683 81.9 73.1 081 048 039 
207 Coco 3811 4046 1168 1404 3932 1289 86.8 48.1 022 095 039 
208 Raphia 5062 5302 167 406 5185 275 108.5 56.0 021 118 039 
209 Coco 2088 2336 972 1225 2209 1101 63.3 66.4 219 141 039 
210 Coco 1004 1265 561 823 1133 682 61.3 49.3 160 188 039 
211 Coco 798 1072 333 588 944 458 66.1 57.7 101 235 039 
212 Coco 3491 3641 0 27 3537 12 69.9 8.0 239 072 040 
213 Coco 2951 3061 6192 6306 3005 6257 34.9 46.4 112 228 043 
214 Coco 4311 4420 6219 6325 4364 6274 71.9 103.3 053 019 044 
215 Raphia 82 223 6346 6359 145 6354 57.5 40.0 023 054 044 
216 Raphia 1227 1523 5930 6252 1361 6090 67.8 123.5 220 100 044 
217 Coco 5468 5592 5780 5898 5525 5834 68.4 37.9 191 112 044 
218 Raphia 4238 4548 5937 6254 4385 6089 99.6 96.9 161 147 044 
219 Raphia 2 332 5722 6051 166 5893 63.6 77.2 102 194 044 
220 Coco 3116 3229 5576 5683 3180 5634 62.3 63.4 073 206 044 
221 Raphia 1431 1715 5327 5625 1584 5488 59.9 65.4 043 241 044 
222 Raphia 4034 4333 4539 4823 4180 4683 64.5 105.0 240 031 045 
223 Coco 177 287 4804 4918 234 4867 27.1 44.7 211 043 045 
224 Raphia 2231 2535 4325 4648 2378 4484 83.2 72.2 181 078 045 
225 Coco 130 232 4614 4717 179 4662 23.3 39.6 152 090 045 
226 Coco 4510 4623 3794 3908 4574 3847 37.2 63.1 093 137 045 
227 Coco 3424 3650 6152 6359 3562 6264 55.8 101.5 064 149 045 
228 Coco 1539 1649 3400 3502 1596 3449 57.0 76.1 034 184 045 
229 Coco 4093 4331 6186 6359 4210 6297 78.0 112.0 005 196 045 
230 Coco 5675 5759 3001 3129 5725 3056 19.7 62.2 172 021 046 
231 Raphia 225 517 3525 3839 373 3681 62.9 72.4 024 150 046 
232 Coco 5116 5236 2636 2748 5179 2693 88.9 53.4 251 161 046 
233 Coco 2882 3109 5803 6041 2995 5915 75.9 61.4 222 173 046 
234 Raphia 4038 4345 3544 3829 4199 3693 74.9 95.3 221 196 046 
235 Coco 5424 5682 5378 5647 5546 5510 78.7 80.5 163 220 046 
236 Coco 2928 3040 2453 2567 2980 2514 47.2 34.0 133 255 046 
237 Raphia 19 309 3122 3441 160 3279 58.2 65.7 103 034 047 
238 Coco 5613 5759 5158 5397 5702 5279 84.6 57.7 045 058 047 
239 Coco 4432 4651 4917 5150 4546 5037 49.8 83.4 242 104 047 
240 Raphia 1230 1514 2718 3004 1375 2875 78.2 69.1 241 127 047 
241 Coco 2321 2434 2250 2367 2370 2313 63.2 31.7 212 139 047 
242 Coco 2443 2674 4394 4629 2555 4509 50.1 58.6 183 151 047 
243 Coco 5299 5417 2211 2323 5365 2262 92.3 33.3 153 186 047 
244 Coco 3056 3284 4397 4631 3198 4503 47.6 105.6 124 198 047 
245 Raphia 1200 1536 2517 2821 1361 2688 75.5 67.9 123 221 047 
246 Coco 2611 2861 4143 4398 2736 4276 81.1 92.9 065 245 047 
247 Raphia 3027 3336 2336 2633 3180 2490 87.4 87.1 064 012 048 
248 Coco 2811 3062 4185 4427 2940 4304 58.0 104.2 006 036 048 
249 Raphia 0 131 1927 2199 40 2065 30.1 71.0 005 059 048 
250 Coco 4101 4214 1817 1937 4156 1866 25.8 51.3 232 070 048 
251 Coco 3923 4042 1627 1740 3992 1680 76.2 47.7 173 117 048 
252 Raphia 2023 2320 1706 2031 2178 1872 69.0 88.1 143 152 048 
253 Coco 4294 4544 3767 4005 4422 3874 70.3 59.3 085 176 048 
254 Coco 2209 2450 3556 3808 2328 3682 74.9 84.5 026 223 048 
255 Coco 2517 2630 1020 1141 2570 1071 49.1 34.8 252 001 049 
256 Coco 5629 5759 3608 3837 5717 3739 51.6 63.4 223 013 049 
257 Coco 5512 5624 1058 1165 5572 1117 86.8 39.7 193 048 049 
258 Raphia 4441 4741 706 1026 4604 869 92.7 63.7 163 083 049 
259 Coco 2136 2249 819 938 2198 870 36.8 45.9 134 095 049 
260 Coco 873 1097 3417 3637 994 3523 56.5 92.8 105 107 049 
261 Raphia 228 536 517 810 369 664 65.4 70.2 104 130 049 
262 Coco 2703 2946 3170 3410 2827 3289 81.4 55.6 046 154 049 
263 Coco 927 1039 621 738 977 671 39.0 40.5 016 189 049 
264 Coco 1013 1266 2734 2982 1133 2854 62.4 83.5 243 200 049 
265 Coco 1926 2035 663 775 1973 722 66.4 38.1 213 235 049 
266 Raphia 3844 4135 109 424 3990 258 69.0 66.7 183 014 050 
267 Coco 4301 4414 421 542 4362 475 58.8 33.8 154 026 050 
268 Coco 2337 2442 266 377 2387 327 71.1 32.4 095 073 050 
269 Coco 1525 1635 26 144 1577 75 43.9 25.3 036 120 050 
270 Coco 4456 4676 1126 1342 4560 1245 103.5 61.7 165 156 051 
271 Coco 0 86 922 1142 21 1054 18.8 60.1 106 203 051 
272 Raphia 1383 1757 5899 6283 1566 6096 80.6 130.3 067 044 055 
273 Raphia 3207 3547 5910 6262 3377 6090 107.0 107.0 008 091 055 
274 Raphia 5047 5355 5539 5848 5189 5697 65.2 69.3 235 102 055 
275 Raphia 3634 3940 5128 5441 3782 5292 79.8 115.7 117 196 055 
276 Raphia 2201 2565 5329 5688 2381 5508 83.6 81.2 087 231 055 
277 Raphia 3623 3922 4946 5224 3780 5077 58.4 109.3 255 033 056 
278 Raphia 1196 1537 4706 5051 1364 4887 73.8 107.0 225 068 056 
279 Raphia 4023 4367 3928 4269 4192 4089 107.9 112.9 166 115 056 
280 Raphia 2199 2536 3704 4049 2367 3877 92.0 88.4 245 255 056 
281 Raphia 2427 2728 3733 4047 2580 3856 86.3 70.7 216 011 057 
282 Coco 5683 5759 6004 6198 5733 6098 108.0 82.7 128 070 057 
283 Raphia 4614 4979 3489 3881 4799 3687 101.3 98.7 127 093 057 
284 Coco 1083 1305 5706 5949 1171 5830 58.7 110.5 069 117 057 
285 Raphia 589 924 2904 3229 747 3082 74.3 83.7 068 140 057 
286 Raphia 1612 1911 2937 3217 1770 3075 61.3 70.9 039 152 057 
287 Coco 2432 2675 5794 6046 2546 5917 68.4 72.1 010 164 057 
288 Raphia 2801 3173 2703 3079 2987 2887 104.6 95.4 009 187 057 
289 Raphia 2424 2750 2922 3237 2577 3086 74.1 70.2 236 198 057 
290 Raphia 1821 2105 2342 2627 1971 2482 78.0 88.6 177 245 057 
291 Raphia 2177 2560 2488 2858 2366 2674 101.6 89.3 147 024 058 
292 Raphia 1410 1717 1919 2225 1557 2085 75.1 76.6 118 036 058 
293 Coco 2009 2258 5325 5579 2143 5449 64.9 97.5 089 048 058 
294 Raphia 1618 1941 1913 2222 1778 2071 80.5 86.3 059 083 058 
295 Coco 2635 2883 5403 5658 2767 5534 61.4 73.1 030 095 058 
296 Raphia 613 918 1718 2033 762 1862 66.1 84.2 000 130 058 
297 Coco 3107 3340 5177 5415 3230 5290 78.4 69.0 227 141 058 
298 Raphia 2196 2555 1289 1654 2359 1471 72.0 89.8 226 164 058 
299 Raphia 1815 2125 1724 2025 1966 1871 81.3 70.4 197 176 058 
300 Coco 1011 1253 4942 5179 1134 5069 54.6 88.1 168 188 058 
301 Coco 2628 2869 4716 4960 2752 4835 77.4 75.7 109 235 058 
302 Raphia 2196 2543 685 1023 2359 869 94.9 66.4 108 002 059 
303 Raphia 5236 5545 920 1225 5391 1078 99.8 61.9 079 014 059 
304 Raphia 2625 2945 716 1018 2778 867 93.1 74.0 020 061 059 
305 Raphia 2429 2738 305 607 2578 464 87.1 67.1 217 107 059 
306 Raphia 4202 4566 0 213 4387 75 101.6 49.0 187 142 059 
307 Raphia 1949 1998 0 47 1965 18 45.8 12.6 128 189 059 
308 Raphia 3638 3936 99 433 3791 247 78.6 68.5 099 201 059 
309 Raphia 2570 2626 0 40 2588 14 26.1 11.7 069 236 059 
310 Coco 857 1109 2818 3063 987 2938 60.8 63.8 208 050 060 
311 Coco 2693 2927 2403 2629 2808 2512 65.7 75.7 090 144 060 
312 Coco 0 66 2161 2323 25 2240 16.3 57.5 031 191 060 
313 Coco 1695 1918 2207 2424 1804 2318 49.7 77.6 228 237 060 
314 Coco 4711 4949 1768 2008 4828 1884 63.8 58.6 169 028 061 
315 Coco 886 1125 1401 1636 989 1536 53.3 67.7 051 122 061 
316 Coco 3281 3525 909 1157 3399 1025 70.9 56.5 130 006 062 
317 Coco 5398 5646 356 586 5515 477 69.0 52.2 150 193 062 
318 Coco 4894 5160 183 435 5024 310 80.7 51.0 091 240 062 
319 Coco 5448 5672 207 448 5594 332 69.4 57.7 032 031 063 
320 Coco 0 126 0 168 37 68 28.8 39.5 229 077 063 
321 Raphia 4469 4687 6168 6359 4571 6278 90.7 77.2 219 043 064 
322 Raphia 5071 5283 6172 6359 5176 6274 101.4 91.0 160 090 064 
323 Raphia 1093 1284 5964 6161 1191 6061 55.3 103.3 101 137 064 
324 Raphia 2866 3081 5162 5385 2979 5272 79.5 57.4 121 068 065 
325 Raphia 1683 1884 4573 4783 1777 4677 62.5 66.8 003 162 065 
326 Raphia 4474 4676 4579 4782 4574 4678 80.0 73.4 200 208 065 
327 Raphia 2088 2282 4379 4574 2185 4476 61.2 78.6 023 093 066 
328 Raphia 3480 3685 4368 4564 3584 4471 86.7 42.6 220 139 066 
329 Raphia 5671 5759 3789 3980 5732 3882 98.6 57.9 161 186 066 
330 Coco 2998 3248 6143 6359 3115 6272 95.1 116.6 073 245 066 
331 Raphia 5676 5759 3396 3562 5731 3476 70.0 91.4 181 117 067 
332 Coco 1614 1852 5739 5994 1733 5865 70.4 87.5 152 129 067 
333 Coco 1806 2048 5745 6011 1918 5882 74.0 107.4 093 176 067 
334 Raphia 5264 5474 3182 3378 5369 3280 72.7 68.7 063 211 067 
335 Coco 1315 1545 5405 5651 1415 5525 64.9 78.2 231 013 068 
336 Raphia 81 284 2980 3174 186 3080 42.8 69.4 201 048 068 
337 Coco 3029 3260 5408 5648 3145 5527 91.8 73.5 172 060 068 
338 Raphia 81 280 1987 2183 183 2087 42.6 56.1 083 142 068 
339 Raphia 666 881 1578 1776 778 1671 52.7 64.8 024 189 068 
340 Coco 1659 1899 4314 4542 1776 4419 58.2 58.4 251 200 068 
341 Coco 5216 5466 4404 4656 5367 4512 93.8 83.1 192 247 068 
342 Coco 2005 2244 3548 3787 2121 3668 68.4 51.0 133 038 069 
343 Raphia 681 869 786 974 773 882 51.1 54.7 103 073 069 
344 Coco 2424 2656 3620 3849 2544 3720 69.7 65.6 074 085 069 
345 Raphia 1268 1479 372 582 1374 476 66.5 45.8 044 120 069 
346 Coco 38 283 3414 3659 159 3536 53.0 95.0 015 132 069 
347 Coco 1300 1539 3156 3407 1422 3292 66.9 67.4 094 016 070 
348 Coco 2317 2544 3135 3358 2421 3245 67.4 81.8 035 063 070 
349 Coco 4817 5044 2917 3145 4935 3039 65.1 54.6 232 109 070 
350 Coco 4511 4764 2743 2990 4626 2856 81.0 84.0 173 156 070 
351 Coco 903 1143 2541 2777 1014 2652 57.8 63.2 114 203 070 
352 Coco 5269 5522 2298 2551 5398 2420 75.2 85.8 055 250 070 
353 Coco 5643 5759 1825 2021 5718 1939 107.1 67.4 193 087 071 
354 Coco 4306 4529 1213 1449 4412 1320 65.5 57.2 075 181 071 
355 Coco 81 317 498 744 189 619 45.6 61.7 016 228 071 
356 Coco 1083 1318 202 443 1199 319 69.5 48.7 036 159 072 
357 Coco 2875 3105 0 241 2979 117 86.8 50.8 174 252 072 
358 Coco 4882 5127 0 262 4993 134 80.8 53.8 115 043 073 
359 Raphia 5474 5664 5963 6161 5569 6071 87.4 63.7 204 080 075 
360 Raphia 1294 1478 5562 5763 1384 5674 44.5 59.2 145 127 075 
361 Raphia 2476 2672 5580 5764 2577 5670 55.5 107.8 086 174 075 
